node_id,deg_in,deg_out,deg_total
499338,1,0,1
499339,0,1,1
499340,0,1,1
499341,0,1,1
499342,0,1,1
499343,0,1,1
499344,0,1,1
499345,0,1,1
499346,0,1,1
499347,0,1,1
499348,0,1,1
499349,0,1,1
499350,0,1,1
499351,0,1,1
499352,0,1,1
499353,0,1,1
499354,0,1,1
499355,0,1,1
499356,0,1,1
499357,0,1,1
499358,0,1,1
499359,0,1,1
499360,0,1,1
499361,0,1,1
499362,0,1,1
499363,0,1,1
499364,0,1,1
499365,0,1,1
499366,1,0,1
499367,0,1,1
499368,0,1,1
499369,0,1,1
499370,0,1,1
499371,0,1,1
499372,0,1,1
499373,0,1,1
499374,0,1,1
499375,0,1,1
499376,0,1,1
499377,0,1,1
499378,0,1,1
499379,0,1,1
499380,0,1,1
499381,1,0,1
499382,0,1,1
499383,0,1,1
499384,0,1,1
499385,0,1,1
499386,0,1,1
499387,0,1,1
499388,0,1,1
499389,0,1,1
499390,0,1,1
499391,0,1,1
499392,0,1,1
499393,0,1,1
499394,0,1,1
499395,0,1,1
499396,0,1,1
499397,1,0,1
499398,0,1,1
499399,0,1,1
499400,0,1,1
499401,0,1,1
499402,1,0,1
499403,0,1,1
499404,0,1,1
499405,0,1,1
499406,0,1,1
499407,0,1,1
499408,0,1,1
499409,0,1,1
499410,0,1,1
499411,0,1,1
499412,0,1,1
499413,0,1,1
499414,0,1,1
499415,0,1,1
499416,0,1,1
499417,0,1,1
499418,0,1,1
499419,0,1,1
499420,0,1,1
499421,0,1,1
499422,0,1,1
499423,0,1,1
499424,1,0,1
499425,0,1,1
499426,0,1,1
499427,0,1,1
499428,0,1,1
499429,0,1,1
499430,0,1,1
499431,0,1,1
499432,0,1,1
499433,0,1,1
499434,0,1,1
499435,0,1,1
499436,0,1,1
499437,0,1,1
499438,0,1,1
499439,0,1,1
499440,0,1,1
499441,2,0,2
499442,0,1,1
499443,0,1,1
499444,0,1,1
499445,0,1,1
499446,0,1,1
499447,0,1,1
499448,1,0,1
499449,0,1,1
499450,0,1,1
499451,0,1,1
499452,0,1,1
499453,0,1,1
499454,0,1,1
499455,0,1,1
499456,0,1,1
499457,0,1,1
499458,0,1,1
499459,0,1,1
499460,0,1,1
499461,0,1,1
499462,0,1,1
499463,0,1,1
499464,0,1,1
499465,0,1,1
499466,5,0,5
499467,0,1,1
499468,0,1,1
499469,0,1,1
499470,0,1,1
499471,0,1,1
499472,0,1,1
499473,0,1,1
499474,0,1,1
499475,0,1,1
499476,0,1,1
499477,0,1,1
499478,0,1,1
499479,0,1,1
499480,1,0,1
499481,0,1,1
499482,0,1,1
499483,0,1,1
499484,0,1,1
499485,0,1,1
499486,0,1,1
499487,0,1,1
499488,0,1,1
499489,1,2,3
499490,0,1,1
499491,0,1,1
499492,0,1,1
499493,0,1,1
499494,0,1,1
499495,2,0,2
499496,0,1,1
499497,0,1,1
499498,0,1,1
499499,0,1,1
499500,0,1,1
499501,1,0,1
499502,0,1,1
499503,0,1,1
499504,0,1,1
499505,0,1,1
499506,0,1,1
499507,0,2,2
499508,0,2,2
499509,0,1,1
499510,0,1,1
499511,1,0,1
499512,0,1,1
499513,3,0,3
499514,0,1,1
499515,0,1,1
499516,0,1,1
499517,1,1,2
499518,0,1,1
499519,0,1,1
499520,0,1,1
499521,0,1,1
499522,0,1,1
499523,0,1,1
499524,0,1,1
499525,0,1,1
499526,0,1,1
499527,0,1,1
499528,1,1,2
499529,0,1,1
499530,0,1,1
499531,0,1,1
499532,0,1,1
499533,0,1,1
499534,0,1,1
499535,0,1,1
499536,0,1,1
499537,0,1,1
499538,1,0,1
499539,0,1,1
499540,0,1,1
499541,0,1,1
499542,0,1,1
499543,0,1,1
499544,0,1,1
499545,0,1,1
499546,0,1,1
499547,0,1,1
499548,0,1,1
499549,0,1,1
499550,0,1,1
499551,0,1,1
499552,0,1,1
499553,1,0,1
499554,0,1,1
499555,0,1,1
499556,0,1,1
499557,0,1,1
499558,1,1,2
499559,0,1,1
499560,0,1,1
499561,0,1,1
499562,0,1,1
499563,0,1,1
499564,0,1,1
499565,0,1,1
499566,0,1,1
499567,0,1,1
499568,0,1,1
499569,0,1,1
499570,0,1,1
499571,0,1,1
499572,1,0,1
499573,0,1,1
499574,0,1,1
499575,0,1,1
499576,0,1,1
499577,0,1,1
499578,0,1,1
499579,0,1,1
499580,0,1,1
499581,0,1,1
499582,0,1,1
499583,0,1,1
499584,1,0,1
499585,0,1,1
499586,0,1,1
499587,0,1,1
499588,0,1,1
499589,1,1,2
499590,0,1,1
499591,0,1,1
499592,0,1,1
499593,0,1,1
499594,0,1,1
499595,0,1,1
499596,0,1,1
499597,0,1,1
499598,0,1,1
499599,0,1,1
499600,0,1,1
499601,0,1,1
499602,0,1,1
499603,0,1,1
499604,0,1,1
499605,0,1,1
499606,0,1,1
499607,0,1,1
499608,0,1,1
499609,0,1,1
499610,0,1,1
499611,0,2,2
499612,0,1,1
499613,0,1,1
499614,0,1,1
499615,0,1,1
499616,0,1,1
499617,0,1,1
499618,0,1,1
499619,1,1,2
499620,0,1,1
499621,0,1,1
499622,0,1,1
499623,0,1,1
499624,0,1,1
499625,0,1,1
499626,0,1,1
499627,1,0,1
499628,0,1,1
499629,0,1,1
499630,0,1,1
499631,0,1,1
499632,0,1,1
499633,1,2,3
499634,0,1,1
499635,0,1,1
499636,0,1,1
499637,0,1,1
499638,0,1,1
499639,0,1,1
499640,0,1,1
499641,0,1,1
499642,0,1,1
499643,0,1,1
499644,0,1,1
499645,0,1,1
499646,0,1,1
499647,0,1,1
499648,0,1,1
499649,0,1,1
499650,1,0,1
499651,4,0,4
499652,0,1,1
499653,0,1,1
499654,1,0,1
499655,0,1,1
499656,2,0,2
499657,0,1,1
499658,0,1,1
499659,0,1,1
499660,0,1,1
499661,0,1,1
499662,0,1,1
499663,0,1,1
499664,0,1,1
499665,0,1,1
499666,0,1,1
499667,0,1,1
499668,0,1,1
499669,0,1,1
499670,0,1,1
499671,0,1,1
499672,1,0,1
499673,0,1,1
499674,0,1,1
499675,0,1,1
499676,0,1,1
499677,0,1,1
499678,0,1,1
499679,0,1,1
499680,0,1,1
499681,0,1,1
499682,1,0,1
499683,0,1,1
499684,0,1,1
499685,0,1,1
499686,4,1,5
499687,0,1,1
499688,0,1,1
499689,0,1,1
499690,0,1,1
499691,0,1,1
499692,1,0,1
499693,0,1,1
499694,0,1,1
499695,0,1,1
499696,0,1,1
499697,2,0,2
499698,0,1,1
499699,0,8,8
499700,0,1,1
499701,0,1,1
499702,0,1,1
499703,0,1,1
499704,0,1,1
499705,0,1,1
499706,1,0,1
499707,0,1,1
499708,0,1,1
499709,1,0,1
499710,0,1,1
499711,0,1,1
499712,0,4,4
499713,0,1,1
499714,0,1,1
499715,0,1,1
499716,0,1,1
499717,0,1,1
499718,2,0,2
499719,0,1,1
499720,0,1,1
499721,0,1,1
499722,0,1,1
499723,0,1,1
499724,0,1,1
499725,0,1,1
499726,0,1,1
499727,0,1,1
499728,0,1,1
499729,0,1,1
499730,0,1,1
499731,2,1,3
499732,0,1,1
499733,0,1,1
499734,0,1,1
499735,0,1,1
499736,0,1,1
499737,0,1,1
499738,0,1,1
499739,0,1,1
499740,0,1,1
499741,0,1,1
499742,0,1,1
499743,1,0,1
499744,0,1,1
499745,0,1,1
499746,0,1,1
499747,0,1,1
499748,0,1,1
499749,0,1,1
499750,0,1,1
499751,0,1,1
499752,0,1,1
499753,0,1,1
499754,0,1,1
499755,0,1,1
499756,0,1,1
499757,0,1,1
499758,0,1,1
499759,0,1,1
499760,0,1,1
499761,0,1,1
499762,0,1,1
499763,0,1,1
499764,0,1,1
499765,0,1,1
499766,0,1,1
499767,0,1,1
499768,0,1,1
499769,0,1,1
499770,0,1,1
499771,0,1,1
499772,0,1,1
499773,0,1,1
499774,0,1,1
499775,0,1,1
499776,0,1,1
499777,0,1,1
499778,0,1,1
499779,1,0,1
499780,3,2,5
499781,0,1,1
499782,0,1,1
499783,0,1,1
499784,0,1,1
499785,0,1,1
499786,0,1,1
499787,0,1,1
499788,0,1,1
499789,0,1,1
499790,0,1,1
499791,0,1,1
499792,0,1,1
499793,0,1,1
499794,0,1,1
499795,0,1,1
499796,0,1,1
499797,0,1,1
499798,0,1,1
499799,0,1,1
499800,0,1,1
499801,0,1,1
499802,0,1,1
499803,0,1,1
499804,0,1,1
499805,0,1,1
499806,0,1,1
499807,0,1,1
499808,5,1,6
499809,0,1,1
499810,0,1,1
499811,0,1,1
499812,0,1,1
499813,0,1,1
499814,1,0,1
499815,0,1,1
499816,0,1,1
499817,1,0,1
499818,0,1,1
499819,0,1,1
499820,0,1,1
499821,0,1,1
499822,0,1,1
499823,0,1,1
499824,0,1,1
499825,0,1,1
499826,0,1,1
499827,0,1,1
499828,0,1,1
499829,0,1,1
499830,0,1,1
499831,0,1,1
499832,0,1,1
499833,0,1,1
499834,0,1,1
499835,0,1,1
499836,0,1,1
499837,0,1,1
499838,0,1,1
499839,0,1,1
499840,0,1,1
499841,0,1,1
499842,0,1,1
499843,0,1,1
499844,0,1,1
499845,0,1,1
499846,0,1,1
499847,0,1,1
499848,0,1,1
499849,0,1,1
499850,0,1,1
499851,0,1,1
499852,0,1,1
499853,0,1,1
499854,0,1,1
499855,0,1,1
499856,0,1,1
499857,0,1,1
499858,0,1,1
499859,0,1,1
499860,0,1,1
499861,0,1,1
499862,0,1,1
499863,0,1,1
499864,0,1,1
499865,0,1,1
499866,0,1,1
499867,0,1,1
499868,0,1,1
499869,0,1,1
499870,0,1,1
499871,6,0,6
499872,0,1,1
499873,0,1,1
499874,0,1,1
499875,0,1,1
499876,0,1,1
499877,0,1,1
499878,0,1,1
499879,0,1,1
499880,0,1,1
499881,0,1,1
499882,0,1,1
499883,0,1,1
499884,0,1,1
499885,1,0,1
499886,0,1,1
499887,0,1,1
499888,0,1,1
499889,0,1,1
499890,0,1,1
499891,1,0,1
499892,0,1,1
499893,0,1,1
499894,0,1,1
499895,0,1,1
499896,0,1,1
499897,2,0,2
499898,0,1,1
499899,0,1,1
499900,0,1,1
499901,0,1,1
499902,0,1,1
499903,0,1,1
499904,2,0,2
499905,0,1,1
499906,0,1,1
499907,0,1,1
499908,0,1,1
499909,0,1,1
499910,0,1,1
499911,0,1,1
499912,0,1,1
499913,0,1,1
499914,0,1,1
499915,0,1,1
499916,0,1,1
499917,0,1,1
499918,0,1,1
499919,0,1,1
499920,0,1,1
499921,0,1,1
499922,0,1,1
499923,0,1,1
499924,0,1,1
499925,0,1,1
499926,0,1,1
499927,0,1,1
499928,1,1,2
499929,0,1,1
499930,1,0,1
499931,0,1,1
499932,0,1,1
499933,1,1,2
499934,0,1,1
499935,0,1,1
499936,0,1,1
499937,0,1,1
499938,1,0,1
499939,0,1,1
499940,0,1,1
499941,0,1,1
499942,0,1,1
499943,0,1,1
499944,0,1,1
499945,0,1,1
499946,0,1,1
499947,0,1,1
499948,0,1,1
499949,0,1,1
499950,0,1,1
499951,0,1,1
499952,0,1,1
499953,0,1,1
499954,0,1,1
499955,0,1,1
499956,0,1,1
499957,0,1,1
499958,0,1,1
499959,0,1,1
499960,0,1,1
499961,0,1,1
499962,0,1,1
499963,0,1,1
499964,0,1,1
499965,0,1,1
499966,0,1,1
499967,0,1,1
499968,0,1,1
499969,0,1,1
499970,0,1,1
499971,0,1,1
499972,0,1,1
499973,0,1,1
499974,0,1,1
499975,0,1,1
499976,0,1,1
499977,0,1,1
499978,0,1,1
499979,57,2,59
499980,2,0,2
499981,0,1,1
499982,0,1,1
499983,0,1,1
499984,0,1,1
499985,0,1,1
499986,0,1,1
499987,0,1,1
499988,0,1,1
499989,1,0,1
499990,0,1,1
499991,0,1,1
499992,0,1,1
499993,0,1,1
499994,0,1,1
499995,0,1,1
499996,0,1,1
499997,0,1,1
499998,0,1,1
499999,0,1,1
500000,0,1,1
500001,0,1,1
500002,0,1,1
500003,0,1,1
500004,0,1,1
500005,0,1,1
500006,0,1,1
500007,0,1,1
500008,0,1,1
500009,0,1,1
500010,0,1,1
500011,1,2,3
500012,0,1,1
500013,0,1,1
500014,0,1,1
500015,0,1,1
500016,0,1,1
500017,0,1,1
500018,0,1,1
500019,1,0,1
500020,0,1,1
500021,0,1,1
500022,0,1,1
500023,0,1,1
500024,0,1,1
500025,0,1,1
500026,0,1,1
500027,0,1,1
500028,0,1,1
500029,0,1,1
500030,0,1,1
500031,0,1,1
500032,0,1,1
500033,0,1,1
500034,0,1,1
500035,0,1,1
500036,0,1,1
500037,0,1,1
500038,0,1,1
500039,0,1,1
500040,0,1,1
500041,0,1,1
500042,0,1,1
500043,1,0,1
500044,0,1,1
500045,0,1,1
500046,0,1,1
500047,0,1,1
500048,0,1,1
500049,0,1,1
500050,0,1,1
500051,0,1,1
500052,0,1,1
500053,0,1,1
500054,0,1,1
500055,0,1,1
500056,0,1,1
500057,0,1,1
500058,0,1,1
500059,0,1,1
500060,0,1,1
500061,0,1,1
500062,0,1,1
500063,0,1,1
500064,0,1,1
500065,0,1,1
500066,0,1,1
500067,0,1,1
500068,3,0,3
500069,0,1,1
500070,0,1,1
500071,0,1,1
500072,0,1,1
500073,0,1,1
500074,0,1,1
500075,1,0,1
500076,0,1,1
500077,1,2,3
500078,0,1,1
500079,0,1,1
500080,1,0,1
500081,0,1,1
500082,0,1,1
500083,0,1,1
500084,0,1,1
500085,0,1,1
500086,0,1,1
500087,0,1,1
500088,0,1,1
500089,0,1,1
500090,0,1,1
500091,0,1,1
500092,0,1,1
500093,0,3,3
500094,0,1,1
500095,0,1,1
500096,0,1,1
500097,0,1,1
500098,0,1,1
500099,0,1,1
500100,0,1,1
500101,0,1,1
500102,0,1,1
500103,0,1,1
500104,0,1,1
500105,0,1,1
500106,0,1,1
500107,0,1,1
500108,0,1,1
500109,3,0,3
500110,0,1,1
500111,0,1,1
500112,0,1,1
500113,0,1,1
500114,0,1,1
500115,0,1,1
500116,0,1,1
500117,0,1,1
500118,0,1,1
500119,0,1,1
500120,0,1,1
500121,0,1,1
500122,0,1,1
500123,0,1,1
500124,0,1,1
500125,0,1,1
500126,0,1,1
500127,0,1,1
500128,0,1,1
500129,0,1,1
500130,0,1,1
500131,1,0,1
500132,0,1,1
500133,0,1,1
500134,0,1,1
500135,0,1,1
500136,0,1,1
500137,0,1,1
500138,1,0,1
500139,0,1,1
500140,1,0,1
500141,0,1,1
500142,0,1,1
500143,0,1,1
500144,0,1,1
500145,1,0,1
500146,0,1,1
500147,0,1,1
500148,0,1,1
500149,0,1,1
500150,0,1,1
500151,0,1,1
500152,0,1,1
500153,0,1,1
500154,0,1,1
500155,0,1,1
500156,0,1,1
500157,0,1,1
500158,0,1,1
500159,1,2,3
500160,0,1,1
500161,1,2,3
500162,0,1,1
500163,0,1,1
500164,0,1,1
500165,0,1,1
500166,0,1,1
500167,0,1,1
500168,0,1,1
500169,0,1,1
500170,0,1,1
500171,1,2,3
500172,0,1,1
500173,0,1,1
500174,0,1,1
500175,0,1,1
500176,0,1,1
500177,0,1,1
500178,0,1,1
500179,0,1,1
500180,0,1,1
500181,0,1,1
500182,1,0,1
500183,0,1,1
500184,0,1,1
500185,0,1,1
500186,0,1,1
500187,0,1,1
500188,0,1,1
500189,1,0,1
500190,0,1,1
500191,0,1,1
500192,0,1,1
500193,0,1,1
500194,0,1,1
500195,0,1,1
500196,0,1,1
500197,3,0,3
500198,0,1,1
500199,0,1,1
500200,0,1,1
500201,0,1,1
500202,0,1,1
500203,0,1,1
500204,0,1,1
500205,0,1,1
500206,1,0,1
500207,0,1,1
500208,0,1,1
500209,0,1,1
500210,0,1,1
500211,1,1,2
500212,0,1,1
500213,0,1,1
500214,0,1,1
500215,0,1,1
500216,0,1,1
500217,0,1,1
500218,0,1,1
500219,1,2,3
500220,0,1,1
500221,0,1,1
500222,0,1,1
500223,0,1,1
500224,0,1,1
500225,0,1,1
500226,0,1,1
500227,0,1,1
500228,0,1,1
500229,0,1,1
500230,0,1,1
500231,0,1,1
500232,0,1,1
500233,0,1,1
500234,0,1,1
500235,0,1,1
500236,0,1,1
500237,0,1,1
500238,0,1,1
500239,0,1,1
500240,0,1,1
500241,1,0,1
500242,1,2,3
500243,2,1,3
500244,0,1,1
500245,0,1,1
500246,2,0,2
500247,0,1,1
500248,0,1,1
500249,0,1,1
500250,0,1,1
500251,0,1,1
500252,0,1,1
500253,0,1,1
500254,0,1,1
500255,0,1,1
500256,0,1,1
500257,0,1,1
500258,0,1,1
500259,0,1,1
500260,0,1,1
500261,0,1,1
500262,0,1,1
500263,0,1,1
500264,0,1,1
500265,0,1,1
500266,0,1,1
500267,0,1,1
500268,0,1,1
500269,0,1,1
500270,0,1,1
500271,0,1,1
500272,0,1,1
500273,0,1,1
500274,0,1,1
500275,0,1,1
500276,0,1,1
500277,0,1,1
500278,0,1,1
500279,0,1,1
500280,0,1,1
500281,0,1,1
500282,0,1,1
500283,0,1,1
500284,1,0,1
500285,0,1,1
500286,0,1,1
500287,0,1,1
500288,1,0,1
500289,0,1,1
500290,0,1,1
500291,0,1,1
500292,0,1,1
500293,0,1,1
500294,0,1,1
500295,0,1,1
500296,0,1,1
500297,0,1,1
500298,0,1,1
500299,0,1,1
500300,0,1,1
500301,1,0,1
500302,0,1,1
500303,0,1,1
500304,0,1,1
500305,0,1,1
500306,0,1,1
500307,1,0,1
500308,0,2,2
500309,0,1,1
500310,0,1,1
500311,0,1,1
500312,0,1,1
500313,0,1,1
500314,0,1,1
500315,0,1,1
500316,0,1,1
500317,0,1,1
500318,0,1,1
500319,0,1,1
500320,0,1,1
500321,0,1,1
500322,0,1,1
500323,0,1,1
500324,0,1,1
500325,0,1,1
500326,0,1,1
500327,0,1,1
500328,0,1,1
500329,1,0,1
500330,0,1,1
500331,0,1,1
500332,0,1,1
500333,0,1,1
500334,0,1,1
500335,0,1,1
500336,1,1,2
500337,0,1,1
500338,0,1,1
500339,0,1,1
500340,0,1,1
500341,0,1,1
500342,0,1,1
500343,0,1,1
500344,0,1,1
500345,0,1,1
500346,0,1,1
500347,0,1,1
500348,0,1,1
500349,0,1,1
500350,0,1,1
500351,0,1,1
500352,0,1,1
500353,0,1,1
500354,0,1,1
500355,0,1,1
500356,0,1,1
500357,0,1,1
500358,0,1,1
500359,0,1,1
500360,0,1,1
500361,0,1,1
500362,0,1,1
500363,0,1,1
500364,0,1,1
500365,0,1,1
500366,0,1,1
500367,0,1,1
500368,0,1,1
500369,0,1,1
500370,0,1,1
500371,0,1,1
500372,0,1,1
500373,1,0,1
500374,0,1,1
500375,0,1,1
500376,0,1,1
500377,0,1,1
500378,0,2,2
500379,0,1,1
500380,0,1,1
500381,0,1,1
500382,0,1,1
500383,1,0,1
500384,0,1,1
500385,0,1,1
500386,0,1,1
500387,0,1,1
500388,0,1,1
500389,0,1,1
500390,0,1,1
500391,0,1,1
500392,0,1,1
500393,0,1,1
500394,0,1,1
500395,0,1,1
500396,0,1,1
500397,0,1,1
500398,0,1,1
500399,0,1,1
500400,0,1,1
500401,0,1,1
500402,0,1,1
500403,0,1,1
500404,0,1,1
500405,0,1,1
500406,0,1,1
500407,0,2,2
500408,1,1,2
500409,0,1,1
500410,0,1,1
500411,0,1,1
500412,0,1,1
500413,0,1,1
500414,0,1,1
500415,0,1,1
500416,0,1,1
500417,0,1,1
500418,0,1,1
500419,0,1,1
500420,0,1,1
500421,0,1,1
500422,0,1,1
500423,0,1,1
500424,0,1,1
500425,0,1,1
500426,0,1,1
500427,0,1,1
500428,0,1,1
500429,0,1,1
500430,0,1,1
500431,0,1,1
500432,0,1,1
500433,0,1,1
500434,0,1,1
500435,0,1,1
500436,0,1,1
500437,0,1,1
500438,0,1,1
500439,0,1,1
500440,0,1,1
500441,0,1,1
500442,0,1,1
500443,0,1,1
500444,0,1,1
500445,0,1,1
500446,1,0,1
500447,0,1,1
500448,0,1,1
500449,0,1,1
500450,0,1,1
500451,2,0,2
500452,0,1,1
500453,0,1,1
500454,0,1,1
500455,0,1,1
500456,0,1,1
500457,0,1,1
500458,0,1,1
500459,0,1,1
500460,0,1,1
500461,1,0,1
500462,0,1,1
500463,0,1,1
500464,0,1,1
500465,0,1,1
500466,0,1,1
500467,0,1,1
500468,0,1,1
500469,0,1,1
500470,0,1,1
500471,0,1,1
500472,0,1,1
500473,0,1,1
500474,0,1,1
500475,0,1,1
500476,0,1,1
500477,0,1,1
500478,0,1,1
500479,0,1,1
500480,0,1,1
500481,0,1,1
500482,0,1,1
500483,0,1,1
500484,0,1,1
500485,0,1,1
500486,0,1,1
500487,0,1,1
500488,0,1,1
500489,0,1,1
500490,0,1,1
500491,0,1,1
500492,0,1,1
500493,0,1,1
500494,0,1,1
500495,0,1,1
500496,0,1,1
500497,0,1,1
500498,0,1,1
500499,0,1,1
500500,0,1,1
500501,0,1,1
500502,0,1,1
500503,0,1,1
500504,0,1,1
500505,0,1,1
500506,0,1,1
500507,0,1,1
500508,0,1,1
500509,0,1,1
500510,0,1,1
500511,0,1,1
500512,0,1,1
500513,0,1,1
500514,0,1,1
500515,0,1,1
500516,0,1,1
500517,0,1,1
500518,0,1,1
500519,0,1,1
500520,0,1,1
500521,0,1,1
500522,0,1,1
500523,0,1,1
500524,0,1,1
500525,0,1,1
500526,0,1,1
500527,0,1,1
500528,0,1,1
500529,0,1,1
500530,0,1,1
500531,0,1,1
500532,0,1,1
500533,0,1,1
500534,0,1,1
500535,0,1,1
500536,0,1,1
500537,0,1,1
500538,0,1,1
500539,43,0,43
500540,0,1,1
500541,0,1,1
500542,0,1,1
500543,0,1,1
500544,0,1,1
500545,0,1,1
500546,0,1,1
500547,0,1,1
500548,0,1,1
500549,0,1,1
500550,0,1,1
500551,0,1,1
500552,0,1,1
500553,0,1,1
500554,0,1,1
500555,0,1,1
500556,0,1,1
500557,0,1,1
500558,0,1,1
500559,0,1,1
500560,0,1,1
500561,0,1,1
500562,0,1,1
500563,0,1,1
500564,0,1,1
500565,0,1,1
500566,0,1,1
500567,1,0,1
500568,0,1,1
500569,0,1,1
500570,0,1,1
500571,0,1,1
500572,0,1,1
500573,0,1,1
500574,0,1,1
500575,0,1,1
500576,1,0,1
500577,0,1,1
500578,0,1,1
500579,0,1,1
500580,0,1,1
500581,0,1,1
500582,0,1,1
500583,0,1,1
500584,0,1,1
500585,0,1,1
500586,0,1,1
500587,0,1,1
500588,1,0,1
500589,0,1,1
500590,0,1,1
500591,0,1,1
500592,0,1,1
500593,0,1,1
500594,0,1,1
500595,0,1,1
500596,0,1,1
500597,0,1,1
500598,0,1,1
500599,0,1,1
500600,0,1,1
500601,0,1,1
500602,0,1,1
500603,0,1,1
500604,0,1,1
500605,0,1,1
500606,0,1,1
500607,1,0,1
500608,0,1,1
500609,0,1,1
500610,0,1,1
500611,0,1,1
500612,0,1,1
500613,0,1,1
500614,0,1,1
500615,0,1,1
500616,0,1,1
500617,0,1,1
500618,0,1,1
500619,0,1,1
500620,0,1,1
500621,0,1,1
500622,0,1,1
500623,1,0,1
500624,0,1,1
500625,0,1,1
500626,0,1,1
500627,0,1,1
500628,2,2,4
500629,0,1,1
500630,0,1,1
500631,0,1,1
500632,0,1,1
500633,0,1,1
500634,0,1,1
500635,0,1,1
500636,0,1,1
500637,1,0,1
500638,0,1,1
500639,0,1,1
500640,0,1,1
500641,0,1,1
500642,0,1,1
500643,0,1,1
500644,0,1,1
500645,0,1,1
500646,0,1,1
500647,0,1,1
500648,1,1,2
500649,0,1,1
500650,0,1,1
500651,0,1,1
500652,0,1,1
500653,0,1,1
500654,0,1,1
500655,0,1,1
500656,0,1,1
500657,3,0,3
500658,0,1,1
500659,0,1,1
500660,0,1,1
500661,0,1,1
500662,1,2,3
500663,0,1,1
500664,0,1,1
500665,0,1,1
500666,0,1,1
500667,0,1,1
500668,0,1,1
500669,0,1,1
500670,0,1,1
500671,0,1,1
500672,0,1,1
500673,0,1,1
500674,0,1,1
500675,1,0,1
500676,0,1,1
500677,0,1,1
500678,0,1,1
500679,0,1,1
500680,0,1,1
500681,1,0,1
500682,0,1,1
500683,0,1,1
500684,0,1,1
500685,0,1,1
500686,0,1,1
500687,0,1,1
500688,0,1,1
500689,0,1,1
500690,0,1,1
500691,0,1,1
500692,0,1,1
500693,0,1,1
500694,0,1,1
500695,0,1,1
500696,3,0,3
500697,0,1,1
500698,0,1,1
500699,0,1,1
500700,0,1,1
500701,0,1,1
500702,0,1,1
500703,0,1,1
500704,1,0,1
500705,0,1,1
500706,0,1,1
500707,0,1,1
500708,0,1,1
500709,0,1,1
500710,0,1,1
500711,0,1,1
500712,1,1,2
500713,0,1,1
500714,0,1,1
500715,0,1,1
500716,1,0,1
500717,0,1,1
500718,0,1,1
500719,0,1,1
500720,0,1,1
500721,0,1,1
500722,2,1,3
500723,0,1,1
500724,1,0,1
500725,0,1,1
500726,0,1,1
500727,0,1,1
500728,0,1,1
500729,0,1,1
500730,0,1,1
500731,0,1,1
500732,0,1,1
500733,0,1,1
500734,1,1,2
500735,0,1,1
500736,1,0,1
500737,0,1,1
500738,0,1,1
500739,0,1,1
500740,0,1,1
500741,0,1,1
500742,0,1,1
500743,0,1,1
500744,0,1,1
500745,0,1,1
500746,0,1,1
500747,0,3,3
500748,0,1,1
500749,0,1,1
500750,0,1,1
500751,0,1,1
500752,0,1,1
500753,1,0,1
500754,0,1,1
500755,0,1,1
500756,0,1,1
500757,0,1,1
500758,0,1,1
500759,0,1,1
500760,0,1,1
500761,0,1,1
500762,0,1,1
500763,0,1,1
500764,0,1,1
500765,0,1,1
500766,0,1,1
500767,0,1,1
500768,0,1,1
500769,0,1,1
500770,0,1,1
500771,0,1,1
500772,0,1,1
500773,0,1,1
500774,0,1,1
500775,0,1,1
500776,2,0,2
500777,0,1,1
500778,0,1,1
500779,0,1,1
500780,0,1,1
500781,0,1,1
500782,0,1,1
500783,1,1,2
500784,0,1,1
500785,0,1,1
500786,0,1,1
500787,0,1,1
500788,0,1,1
500789,0,1,1
500790,0,1,1
500791,0,1,1
500792,0,1,1
500793,0,1,1
500794,0,1,1
500795,1,0,1
500796,0,1,1
500797,0,1,1
500798,0,1,1
500799,0,1,1
500800,0,1,1
500801,0,1,1
500802,0,1,1
500803,0,1,1
500804,0,1,1
500805,0,1,1
500806,0,1,1
500807,0,1,1
500808,0,1,1
500809,0,1,1
500810,0,1,1
500811,0,1,1
500812,0,1,1
500813,0,1,1
500814,1,0,1
500815,0,1,1
500816,0,1,1
500817,0,1,1
500818,0,1,1
500819,0,1,1
500820,0,1,1
500821,0,1,1
500822,0,1,1
500823,0,1,1
500824,0,1,1
500825,0,1,1
500826,0,1,1
500827,0,1,1
500828,0,1,1
500829,0,1,1
500830,0,1,1
500831,0,1,1
500832,0,1,1
500833,0,1,1
500834,0,1,1
500835,0,1,1
500836,0,1,1
500837,0,1,1
500838,0,1,1
500839,0,1,1
500840,0,1,1
500841,1,0,1
500842,0,1,1
500843,0,1,1
500844,0,1,1
500845,0,1,1
500846,0,1,1
500847,0,1,1
500848,0,1,1
500849,0,1,1
500850,0,1,1
500851,1,2,3
500852,0,1,1
500853,0,1,1
500854,0,1,1
500855,0,1,1
500856,0,1,1
500857,0,1,1
500858,0,1,1
500859,0,1,1
500860,0,1,1
500861,0,1,1
500862,0,1,1
500863,0,1,1
500864,1,0,1
500865,0,1,1
500866,0,1,1
500867,3,0,3
500868,0,1,1
500869,0,1,1
500870,0,1,1
500871,0,1,1
500872,0,1,1
500873,0,1,1
500874,0,1,1
500875,0,1,1
500876,0,1,1
500877,2,0,2
500878,0,1,1
500879,0,1,1
500880,0,1,1
500881,0,1,1
500882,0,1,1
500883,0,1,1
500884,0,1,1
500885,0,1,1
500886,0,1,1
500887,0,1,1
500888,0,1,1
500889,0,1,1
500890,0,1,1
